title,price,currency,area_sqm,location,bedrooms,bathrooms,url
Smart Apartment For sale In Eastown New Cairo Directly on the Club House,20756250,EGP,190,"Lake View Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502811868.html
"Standalone Villa – Hyde Park, Fifth Settlement High-end Finishes Exceptional Location",51000000,EGP,400,"Mivida Compound, 5th Settlement, New Cairo, Cairo",7,6,https://www.bayut.eg/en/property/details-502818948.html
"Twin villa for sale in Telal Ain Sokhna, immediate delivery, super deluxe finishing with a fantastic view",19000000,EGP,140,"Garnet Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502814795.html
"Villa for sale in Al Rehab City, Phase 1 Model C Company finishing Land area: 510 sq m",27000000,EGP,510,"Lake View Compound, 5th Settlement, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502836367.html
Duplex Villa for Sale – Ultra Super Lux Finishing – Rehab Hills,17000000,EGP,360,"Duplexes for Sale in Cairo, Duplexes for Sale in New Cairo, Duplexes for Sale in Rehab City",4,3,https://www.bayut.eg/en/property/details-502157181.html
Apartment for Sale for the First Time in the Heart of Sheikh Zayed – Fully Finished with Air Conditioners + 8-Year Installments,12000000,EGP,175,"Mountain View 1 Compound, 1st Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502810849.html
400 square meter villa registered within a secure 24-hour compound,7500000,EGP,400,"Mesca, Soma Bay, Red Sea",4,4,https://www.bayut.eg/en/property/details-502525010.html
Apartment for sale fully finished with kitchen & appliances at Compound Hay Arabiya - New Cairo,3500000,EGP,115,"Mountain View 1 Compound, 1st Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502814835.html
Furnished Twinhouse Villa For sale In Mivida New Cairo with Best Price,40325000,EGP,320,"Villas for Sale in New Cairo, Villas for Sale in 5th Settlement, Villas for Sale in Mivida Compound",3,3,https://www.bayut.eg/en/property/details-502866040.html
Twin House for sale by the swimming pool at the lowest price - Mountain View Ras Al Hikma,17850000,EGP,225,"La Vista Ray, Ain Sukhna, Suez",4,4,https://www.bayut.eg/en/property/details-502447855.html
"For sale at the lowest price, a finished Junior chalet in a prime location at Hacienda Bay on the North Coast.",14000000,EGP,172,"Chalets for Sale in North Coast, Chalets for Sale in Sidi Abdel Rahman, Chalets for Sale in Hacienda Bay",3,4,https://www.bayut.eg/en/property/details-502319533.html
Penthouse fully finished directly on majestic lake,13700000,EGP,166,"La Vista Ray, Ain Sukhna, Suez",2,3,https://www.bayut.eg/en/property/details-502735010.html
Villa for sale in MV hyde park new cairo by lowest price and ready to move,18375000,EGP,324,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",5,4,https://www.bayut.eg/en/property/details-502810685.html
"Villa for sale, Fully Finished Fully Furnished Ready To Move 5 Bedrooms in Uptown Cairo - Mokattam",33100000,EGP,321,"City Gate Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502838643.html
"For sale, a fully finished independent villa in the finest areas of Sheikh Zayed, Al Rabwa Compound, overlooking the golf course.",38000000,EGP,800,"King Mariout, Alexandria",4,4,https://www.bayut.eg/en/property/details-502654136.html
Hotel room for sale on the Nile Corniche Managed By InterContinental®,12470000,EGP,42,"Hotel Apartments for Sale in Cairo, Hotel Apartments for Sale in Maadi, Hotel Apartments for Sale in Reve du nil",1,1,https://www.bayut.eg/en/property/details-502743798.html
La Vista City – 230m² Villa with Stunning View & Ready!”,19000000,EGP,230,"City Gate Compound, 5th Settlement, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502836420.html
Furnished Branded Apartment For sale In Marassi North Coast Directly on Golf,33000000,EGP,140,"Apartments for Sale in North Coast, Apartments for Sale in Sidi Abdel Rahman, Apartments for Sale in Marassi",1,1,https://www.bayut.eg/en/property/details-502762554.html
Furnished Chalet For Sale In Marassi North Coast with special price,33000000,EGP,150,"Chalets for Sale in North Coast, Chalets for Sale in Sidi Abdel Rahman, Chalets for Sale in Marassi",3,2,https://www.bayut.eg/en/property/details-502746962.html
Chalet with garden for sale 170 m and garden 150 m 3 bedrooms prime location open view in Hacienda Bay Sidi Abdel Rahman North Coast,15400000,EGP,170,"Fouka Bay, North Coast, Matruh",3,4,https://www.bayut.eg/en/property/details-502433865.html
Premium Villa for Sale in Rehab – Salah Abu Seif St,35000000,EGP,380,"City Gate Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502286992.html
"A hotel-style unit for sale, ready for viewing, fully finished with furniture, ACs, and appliances, next to City Centre Almaza in Heliopolis New Cairo",7177000,EGP,99,"City Gate Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502862995.html
Villa in La Vista Ray first raw sea View for Sale with Lowest Price,50000000,EGP,369,"City Gate Compound, 5th Settlement, New Cairo, Cairo",5,4,https://www.bayut.eg/en/property/details-502699836.html
"VIP LUXURY apartment on the Nile, 20th floor, fully finished + ACs, ready for immediate occupancy with installments available.",71000000,EGP,430,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",4,3,https://www.bayut.eg/en/property/details-502785746.html
"Fully Finished Apartment for Sale – Fully Furnished with ACs | Sheikh Zayed, Next to ZED West",10000000,EGP,130,"Home, Apartments for Sale in Giza, Apartments for Sale in Sheikh Zayed",3,2,https://www.bayut.eg/en/property/details-502750281.html
Villa in Hacienda Bay with 1044 Land Area Fully Furnished with Lowest Price for Sale,24500000,EGP,1044,"Mountain View 1.1, 5th Settlement, New Cairo, Cairo",5,4,https://www.bayut.eg/en/property/details-502699932.html
Furnished Separate Villa 360m Landscape View for Sale in Mivida,90000000,EGP,360,"Villas for Sale in New Cairo, Villas for Sale in 5th Settlement, Villas for Sale in Mivida Compound",4,5,https://www.bayut.eg/en/property/details-502675648.html
"80m² chalet + 45m² garden, fully furnished and super deluxe finished, for sale in Ain Sokhna with a 50% discount",2920000,EGP,80,"Al Rabwa, Sheikh Zayed, Giza",2,1,https://www.bayut.eg/en/property/details-502641800.html
Fully Furnished Apartment in Mivida with 4 Bedroom with lowest Price for Sale,48500000,EGP,289,"Villette Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502760421.html
شقة مفروشة للبيع بجوار مول كونكورد بلازا في كمبوند العربية,3750000,EGP,118,"Villette Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502870174.html
Apartment for sale in palm hillas new cairo by lowest price amd installments,13175174,EGP,136,"City Gate Compound, 5th Settlement, New Cairo, Cairo",2,3,https://www.bayut.eg/en/property/details-502729327.html
Apartment Ground floor garden fully furnished & finished to an ultra-super-lux Prime location with a distinctive open view in Galleria Moon Valley,15000000,EGP,200,"Villette Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502864119.html
Chalet for Sale – La Sirena Red Carpet – Ain Sokhn,2550000,EGP,110,"Mivida Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502824020.html
LAGOON VIEW CHALET FULLY FINISHED | LIMITED UNITS !,9000000,EGP,160,"Marina 4, Alamein, North Coast, Matruh",3,4,https://www.bayut.eg/en/property/details-502815415.html
"Super-luxury apartment for sale in Heliopolis, Sheraton, ready immediately with 34% discount at Stoda Residence",11200000,EGP,154,"The Waterway Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502812677.html
"For sale: Studio in Marassi Marina, second floor, pool view, 85 sqm.",12000000,EGP,85,"Marina 4, Alamein, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502804166.html
SEA VIEW CHALET FULLY FINISHED | LAGOON VIEW !,8000000,EGP,85,"Porto Sokhna, Ain Sukhna, Suez",1,2,https://www.bayut.eg/en/property/details-502814587.html
"A fully furnished and equipped hotel apartment, ready for immediate occupancy, is for sale in Heliopolis, next to City Centre Almaza, directly on the",13000000,EGP,174,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502813798.html
Luxury hotel unit for sale in New Damietta,3000000,EGP,50,"Marina 4, Alamein, North Coast, Matruh",,1,https://www.bayut.eg/en/property/details-502874337.html
3 Bedroom Apartment in Hyde Park Fully Finished with the Lowest Price for Sale,20000000,EGP,240,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502695193.html
"Hotel-finished apartment, ready for immediate handover in Heliopolis, next to City Center Maadi",12500000,EGP,167,"Marriott Residence, Heliopolis, Cairo",3,3,https://www.bayut.eg/en/property/details-502812800.html
"Fully finished and furnished hotel apartment for sale in the heart of Fifth Settlement, in a very prime location in Fifth Square, New Cairo.",6500000,EGP,48,"Makadi Heights, Makadi Bay, Red Sea",1,1,https://www.bayut.eg/en/property/details-502812791.html
LOWEST PRICE!! 1BR DIRECT LAGOON FACING NORTH FINISHED IN SOMA BAY,6750000,EGP,72,"Porto Sokhna, Ain Sukhna, Suez",1,2,https://www.bayut.eg/en/property/details-502815747.html
ChatGPT said: VIP serviced apartment with a Nile view | fully finished + air conditioning + furniture + appliances | ready for living,6500000,EGP,32,"Apartments for Sale in Cairo, Apartments for Sale in Maadi, Apartments for Sale in Reve du nil",1,1,https://www.bayut.eg/en/property/details-502814008.html
"Fully Furnished Stand-Alone Villa for Sale in Lake View Compound, Built-Up Area (BUA): 580 m², Bedrooms: 6, Bathrooms: 6.",200000000,EGP,580,"Villas for Sale in New Cairo, Villas for Sale in 5th Settlement, Villas for Sale in Lake View Compound",6,6,https://www.bayut.eg/en/property/details-501486419.html
"A cemetery for sale in the cemeteries of the Oasis Road, 6th of October, an area of 80 square meters, a licensed cemetery, a fully finished cemetery,",1400000,EGP,80,"Mesca, Soma Bay, Red Sea",,,https://www.bayut.eg/en/property/details-501840096.html
"Apartment for sale in Al Rehab, 99 sq m, super deluxe finishing, ready for immediate occupancy or investment in Al Rehab City",6800000,EGP,99,"Mesca, Soma Bay, Red Sea",2,2,https://www.bayut.eg/en/property/details-502830203.html
Smart Apartment For sale In Eastown New Cairo Directly on the Club House,20756250,EGP,190,"The Mornings, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502811868.html
"Twin villa for sale in Telal Ain Sokhna, immediate delivery, super deluxe finishing with a fantastic view",19000000,EGP,140,"Lake View Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502814795.html
"Fully finished villa with installed air conditioning for sale in Sour El Sour, Hassan Allam.",19200000,EGP,175,"Villas for Sale in Cairo, Villas for Sale in Mostakbal City, Villas for Sale in The Wonder MarQ",3,3,https://www.bayut.eg/en/property/details-502811018.html
"3-Bedroom Apartment, Fully Finished, Ready to Move –Address East",6900000,EGP,140,"Garnet Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502810740.html
Apartment for Sale for the First Time in the Heart of Sheikh Zayed – Fully Finished with Air Conditioners + 8-Year Installments,12000000,EGP,175,"Marriott Residence, Heliopolis, Cairo",3,3,https://www.bayut.eg/en/property/details-502810849.html
Excellent 100 square meter apartment for sale in Madinaty B3 in an amazing location.,5700000,EGP,100,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502818509.html
Apartment for sale Ultra-super-luxurious finishing prime location with private gardenFully furnished in Galleria Moon Valley Fifth Settlement,15000000,EGP,200,"Garnet Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502812587.html
Apartment for sale fully finished with kitchen & appliances at Compound Hay Arabiya - New Cairo,3500000,EGP,115,"Garnet Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502814835.html
"Lowest total price for penthouse 167m ready to move with lowest installments 920,000 over3 years in mountain view chill out park 6 october",8170000,EGP,167,"Garnet Compound, 5th Settlement, New Cairo, Cairo",2,3,https://www.bayut.eg/en/property/details-502278795.html
Luxury Villa for Sale in Uptown Cairo Alba Spendia Direct Golf View Ultra Luxury Finishing El Mokattam,220000000,EGP,700,"Village West Compound, Sheikh Zayed, Giza",7,7,https://www.bayut.eg/en/property/details-502802631.html
"3 master bedroom apartment on the main road with a 50% discount, directly on the club, opposite Madinaty in Saray",4500000,EGP,125,"Mesca, Soma Bay, Red Sea",3,2,https://www.bayut.eg/en/property/details-502804251.html
"VIP apartment in front of Cairo Airport with a 50% discount, 3 master bedrooms with a dressing room on the Suez Road",6500000,EGP,166,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502804305.html
"Apartment for sale, finished, next to Madinaty, installments up to 12 years, and the lowest price in the market.",4340000,EGP,87,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502794867.html
"Apartment for sale, fully finished, in Al Marasem, next to Emaar and SODIC.",16300000,EGP,272,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502804550.html
Exclusive Opportunity for Sale in Madinaty – Luxury Ready-to-Move Apartment | 116m² | B10 | Group 104 | Premium Finishing & Hotel Furniture,6500000,EGP,116,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502794898.html
For Sale: Luxury Penthouse in Al Marasem – Fifth Square – New Cairo,13000000,EGP,269,"Penthouses for Sale in New Cairo, Penthouses for Sale in 5th Settlement, Penthouses for Sale in Fifth Square Compound",3,3,https://www.bayut.eg/en/property/details-502288839.html
A distinctive furnished apartment for sale in Lake View Residence,15500000,EGP,145,"Zamalek, Cairo",2,2,https://www.bayut.eg/en/property/details-502862711.html
Furnished Branded Apartment For sale In Marassi North Coast Directly on Golf,33000000,EGP,140,"Mivida Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-502762554.html
Standalone Villa 2500 sqm for sale first row on the sea Furnished with AC's in Marassi North Coast,721856250,EGP,2500,"The Address East Compound, 5th Settlement, New Cairo, Cairo",11,11,https://www.bayut.eg/en/property/details-502803273.html
Resale apartment 147 m fully finished prime location View on the landscape in compound fifth square El marasem new cairo in the golden square,9300000,EGP,147,"Apartments for Sale in New Cairo, Apartments for Sale in 5th Settlement, Apartments for Sale in Fifth Square Compound",3,2,https://www.bayut.eg/en/property/details-502575684.html
Super Lux Villa in Azha Sokhna with the best price In Market,23600000,EGP,249,"Villas for Sale in Suez, Villas for Sale in Ain Sukhna, Villas for Sale in Azha",3,3,https://www.bayut.eg/en/property/details-502189422.html
191 sqm Apartment | Fully Furnished with Appliances in New Cairo Compound – Flexible Payment,12500000,EGP,191,"Apartments for Sale in New Cairo, Apartments for Sale in 5th Settlement, Apartments for Sale in Amorada Compound",3,3,https://www.bayut.eg/en/property/details-502505584.html
Villa 420 sqm Fully Furnished for Sale Ready to Move in Marassi North Coast,51600000,EGP,420,"Villas for Sale in North Coast, Villas for Sale in Sidi Abdel Rahman, Villas for Sale in Marassi",5,5,https://www.bayut.eg/en/property/details-502842023.html
Villa for sale in marasii North coast golf view fully finished,59450000,EGP,395,"Regent's Square, 5th Settlement, New Cairo, Cairo",5,4,https://www.bayut.eg/en/property/details-502719832.html
A standalone villa for sale right in the heart of the sea in Aden Village Hurghada with a 360 degree sea view of the villa,41000000,EGP,700,"Mangroovy, Gouna, Red Sea",4,4,https://www.bayut.eg/en/property/details-502639902.html
"Ready-to-move-in chalet in La Vista with a direct sea view, at the lowest price in the market.",12500000,EGP,200,"Caesar Island, Ras Al Hekma, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502804451.html
"Fully Finished & Furnished 191 sqm 3-Bed Hotel-Style Apartment in Amorada Compound, New Cairo – Ready & Lively Community",10450000,EGP,191,"Caesar Island, Ras Al Hekma, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502412579.html
Prime Location Chalet For Sale in Koun - North Coast,7519000,EGP,118,"Hills of one Compound, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502862205.html
"Fully finished chalet for sale in Ramla, North Coast at the old price",19400000,EGP,155,"North Edge Towers, Alamein, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502804485.html
"For quick sale, a luxury apartment on Main Syria Street, 180 m",5500000,EGP,180,"Sky Condos Sodic Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502874419.html
Apartment for Sale Directly on the Nile,4750000,EGP,220,"Home, Apartments for Sale in Giza, Apartments for Sale in Hawamdeya",3,3,https://www.bayut.eg/en/property/details-502794995.html
A serious buyer is required to execute a very special chalet for sale quickly in Porto Golf Marina.,2700000,EGP,60,"Seashore, Ras Al Hekma, North Coast, Matruh",2,1,https://www.bayut.eg/en/property/details-502684562.html
Under Market Price Apartment In Palm Hills New Cairo For Sale In Cleo Phase With Very Prime Location,15500000,EGP,172,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502802961.html
Ground Chalet With Huge Garden For Sale At Blanca Marassi,30000000,EGP,120,"Ancient Sands Gouna, Gouna, Red Sea",2,2,https://www.bayut.eg/en/property/details-502866831.html
Lake View Residence – Apartment for Sale 215 m | Furnished,19350000,EGP,215,"Playa, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502580787.html
Chalet for sale - North Coast,2300000,EGP,110,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502802238.html
"Apartment for sale in Madinaty in B3 for lovers of large spaces, 208 square meters with a panoramic view open to the largest wide garden and waterway.",12900000,EGP,208,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502792421.html
"Palace for sale with furniture, ready for living and immediate delivery, very upscale Maxim compound",75000000,EGP,1300,"Blue Tree Compound, 5th Settlement, New Cairo, Cairo",4,5,https://www.bayut.eg/en/property/details-502824550.html
Furnished Villa For sale In Marassi North Coast at the lowest price,50525000,EGP,400,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502763826.html
Chalet for sale by garden in marassi fully finished by lowest price,23575000,EGP,283,"Soul, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502724946.html
Villa for sale in layan new cairo by lowest price and ready to move,17000000,EGP,266,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502729004.html
For sale in Delta Sharm,3500000,EGP,62,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-501606297.html
Lake & Golf View Chalet For Sale At Blanca Marassi,16000000,EGP,110,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502861588.html
"Loft for sale, Fully Finished Special View Prime location Under Market price in iL Monte Galala - Ain El Sokhna",8200000,EGP,70,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",1,2,https://www.bayut.eg/en/property/details-502874608.html
A finished villa with a swimming pool for sale in Palm Valley compound in Palm Hills at a very special price.,25000002,EGP,377,"La Sirena Ras Sedr, Ras Sedr, Sinai",4,4,https://www.bayut.eg/en/property/details-502811063.html
"Ready to move in, fully furnish super deluxe finishing , apartment for sale in a prime location on Mostafa El Nahhas Street, Nasr City, Cairo.",8000000,EGP,170,"Upville Compound, 6th of October, Giza",3,2,https://www.bayut.eg/en/property/details-502747306.html
Furnished Standalone Villa For sale In Allegria Residence El Sheikh Zayed Directly on Golf,61321000,EGP,550,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502866890.html
Resale Apartment Fully finished with Ace's for sale Fifth square 126 m 2 bedroom prime location on open view direct on land scape New Cairo,8450000,EGP,126,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502573375.html
Villa in Uptown Eleva Fully Furnished with Lowest Price for Sale,34500000,EGP,384,"Katameya Hills Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502733154.html
"Luxury fully finished and furnished villa in Allegria Sodic, prime location with elegant design and unbeatable price",85000000,EGP,600,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",4,6,https://www.bayut.eg/en/property/details-502733012.html
Villa for sale in taj city by installments and lowest price in the market,8800000,EGP,155,"La Sirena Ras Sedr, Ras Sedr, Sinai",3,3,https://www.bayut.eg/en/property/details-502730387.html
"Villa for sale, 570m ready to move super lux finishing, fully furnished, prime location with a distinctive view in Uptown Cairo Mokattam",58000000,EGP,570,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",4,3,https://www.bayut.eg/en/property/details-502869975.html
"Apartment for sale in Al Rehab, ultra-luxurious finishing, 99 sq m, furnished and equipped",6600000,EGP,99,"Uptown Cairo, Mokattam, Cairo",2,2,https://www.bayut.eg/en/property/details-502855242.html
"Apartment for sale in front of Rehab City Gate in Jade Compound, immediate delivery.",9000000,EGP,165,"Allegria, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-501879213.html
Own a unit at aqua... luxury all year round,2900000,EGP,80,"IL Monte Galala, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502874313.html
Fully Furnished Apartment for Sale with Appliances Modern Finishing Located in Fifth Square Compound Al Marasem Fifth Settlement New Cairo,12000000,EGP,160,"Rehab City, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502863198.html
Lowest price villa for sale in Mivida Emaar finished and ready to move,37000000,EGP,560,"Uptown Cairo, Mokattam, Cairo",5,4,https://www.bayut.eg/en/property/details-502564706.html
"Chalet for sale, ready to move, in prime location",16500000,EGP,150,"Baymount, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-502249028.html
Apartment for sale in Al Rehab Phase Four (custom finishing - private garden - including furniture - location),5500000,EGP,90,"Telal North Coast, Sidi Abdel Rahman, North Coast, Matruh",2,1,https://www.bayut.eg/en/property/details-502855479.html
Excellent Apartment for Sale in Area 8 – Nasr City,6000000,EGP,200,"Rehab City, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502855382.html
A 120 m² chalet in Marina Village directly facing the sea,4750000,EGP,120,"Telal North Coast, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502855787.html
Twin house for sale with a price difference in Mivida - 227 m - near the American University - Fifth Settlement - New Cairo - Resale,55000000,EGP,226,"Uptown Cairo, Mokattam, Cairo",3,3,https://www.bayut.eg/en/property/details-502721272.html
chalet 3 bedroom ready to move ultra super lux finished with furnished prime location with direct lagoon view in Marassi North Coast Sidi Abdel Rahman,21000000,EGP,145,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502855238.html
"Twin House Villa in Meadows Park Compound – Sheikh Zayed, 6th of October City.",19000000,EGP,265,"Rehab City, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502855411.html
"75sqm studio fully finished with furniture/appliances in top New Cairo compound. Pay 600K down, 13K/month for 10 years, no extra fees. Don’t miss out!",2325000,EGP,75,"Rehab City, New Cairo, Cairo",,1,https://www.bayut.eg/en/property/details-502854323.html
"For sale: A chalet in Amwaj North Coast, ground floor with a garden, direct pool access, priced about 2 million below market value.",8000000,EGP,115,"District 5 Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502855034.html
A fully finished 461-meter villa with a jacuzzi and aluminum windows at the lowest price on the market.,15000000,EGP,461,"District 5 Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502853983.html
"Apartment for sale in the Sefora Compound, Golden Square, a minute from the American University, minutes from La Vista Town, a fully serviced compound with ultra super lux finishing and a private garden.",9000000,EGP,152,"Amara Residence, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502854523.html
Modern Villa for Sale in JERA fully furnished,56000000,EGP,1000,"Allegria, Sheikh Zayed, Giza",6,6,https://www.bayut.eg/en/property/details-502000784.html
"Apartment for Sale – 160 sqm in Roushdy, Off Syria Street – 5,950,000 EGP",5950000,EGP,160,"IL Monte Galala, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502854741.html
Invest in a luxury address… choose NEOM October and start a new life with true comfort.,1900000,EGP,50,"Allegria, Sheikh Zayed, Giza",1,1,https://www.bayut.eg/en/property/details-502851719.html
First Row On Golf Chalet For Sale At Marassi Blanca,20000000,EGP,146,"IL Monte Galala, Ain Sukhna, Suez",4,3,https://www.bayut.eg/en/property/details-502600964.html
Invest in Marina… the highest return in the finest location on the coast,13000000,EGP,128,"Garnet Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502855565.html
U_Villa Resale Prime Location Under Market Price,25000000,EGP,281,"Roushdy, Alexandria",4,4,https://www.bayut.eg/en/property/details-502854744.html
Studio for sale in Madinaty b7 with special finishes at a special price,3100000,EGP,50,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502854025.html
Fully finished apartment in Taj City,7300000,EGP,149,"Mountain View iCity Compound, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502857546.html
فيلا مستقله للبيع في مارينا 6 الساحل الشمالي مفروشه ومكيفه 1200م,44000000,EGP,1200,"El Koronfel, 1st Settlement, New Cairo, Cairo",5,6,https://www.bayut.eg/en/property/details-204875126.html
Luxury apartment +garden in Forty West inside Beverly Hills,6000000,EGP,241,"Allegria Residence, Sheikh Zayed, Giza",2,3,https://www.bayut.eg/en/property/details-502854256.html
SEA VIEW VILLA FULLY FINISHED | LOWEST PRICE ! makadi makadi heights aden villa for sale sea view,18000000,EGP,450,"Elm Tree, 6th of October, Giza",3,4,https://www.bayut.eg/en/property/details-502853965.html
"Villa with open garden view for sale in Al Shorouk, Al Burouj Compound, immediate delivery, ultra super lux finished",17000000,EGP,306,"Al Burouj, Shorouk City, Cairo",5,4,https://www.bayut.eg/en/property/details-502853994.html
Ready to move Triplex fully finished with Furniture for sale with lowest price prime location open view in compound Sodic Eastown new cario,27000000,EGP,244,"Elm Tree, 6th of October, Giza",3,3,https://www.bayut.eg/en/property/details-502853850.html
"Super deluxe finished apartment with a garden, air conditioning, and furniture, overlooking the swimming pool in 90 Avenue Compound",8900000,EGP,168,"Makadi Heights, Makadi Bay, Red Sea",3,2,https://www.bayut.eg/en/property/details-502698827.html
"120 m² Apartment for Sale - Miami - In Front of Bir Masoud - 2,700,000",2700000,EGP,120,"Elm Tree, 6th of October, Giza",3,1,https://www.bayut.eg/en/property/details-502047529.html
"A fully finished apartment with hotel-style finishes, including furniture, air conditioning, and a kitchen in Hyde Park Compound, in the best location",10000000,EGP,130,"Elm Tree, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502424511.html
furnished penthouse for sale in veranda sahl hasheesh,7000000,EGP,95,"Hills of one Compound, Sheikh Zayed, Giza",2,1,https://www.bayut.eg/en/property/details-502728744.html
Corner Villa 3 Bedroom in Azha Sokhna Under Market Price For Sale,16075000,EGP,325,"Makadi Heights, Hurghada, Red Sea",3,3,https://www.bayut.eg/en/property/details-502248009.html
A serious buyer is required to execute an immediate sale of a very special chalet for quick sale in Porto Sokhna.,4000000,EGP,110,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502724133.html
"For sale best price junior chalet 317m finished , furnished ready to move direct view on pool north direction in hacienda bay sidi abdelrahman north",14900000,EGP,317,"Marina 6, Alamein, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502729173.html
